,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,uris
11,Drake,Club Paradise,0.338,0.729,6,-6.419,0,0.102,0.758,3.24e-05,0.18,0.543,184.174,283816,spotify:track:6MR5IBSNfDmiwnrlQpVw4w
12,Drake,Free Spirit (feat. Rick Ross),0.508,0.748,1,-4.997,1,0.33,0.281,0.0,0.168,0.225,100.414,252884,spotify:track:18t8ypY0HYaQuGBxg2KdT2
13,Drake,Heat Of The Moment,0.641,0.454,5,-8.344,0,0.133,0.179,0.000116,0.065,0.302,78.036,343455,spotify:track:27Tqjd2nMW2mIp6Yk1ovwY
14,Drake,Girls Love Beyoncé (feat. James Fauntleroy),0.619,0.489,11,-11.25,0,0.46,0.782,0.0,0.106,0.328,126.046,225012,spotify:track:56NDFbD0tCUawnqeU2wcvv
15,Drake,Paris Morton Music,0.505,0.494,10,-8.635,0,0.315,0.414,7.98e-05,0.105,0.141,171.978,251240,spotify:track:73IE87H0g2MBmdn41lkVto
16,Drake,Can I,0.643,0.178,4,-8.56,0,0.0588,0.484,0.0108,0.122,0.0674,85.042,189289,spotify:track:3e0ZGE7Gp034iLknjQk4QW
17,Drake,Lust For Life,0.462,0.422,6,-10.381,1,0.175,0.939,0.0327,0.108,0.0853,87.364,176179,spotify:track:1v24T2ug4TlssYZvI3aL4O
18,Drake,Houstatlantavegas,0.683,0.695,1,-6.798,0,0.0574,0.393,0.00124,0.124,0.406,135.337,290791,spotify:track:3XLSlQLJf3Ut0zvMUxnF1h
19,Drake,Successful (feat. Trey Songz & Lil Wayne),0.562,0.544,8,-5.065,1,0.369,0.536,0.0,0.17,0.231,159.517,375050,spotify:track:6NwhtCYkfwWlcR62Ac4E7y
20,Drake,Let’s Call It Off (feat. Peter Bjorn and John),0.79,0.731,9,-4.607,0,0.0327,0.00427,0.29,0.157,0.938,127.403,234176,spotify:track:4FDSPGncHRpr6yB8DD4CtI
21,Drake,November 18th,0.749,0.476,11,-11.147,0,0.507,0.579,0.0,0.1,0.534,71.937,188189,spotify:track:0JaVdpmiex2EP7bBzyKVTa
22,Drake,Ignant Shit (feat. Lil Wayne),0.591,0.846,7,-3.687,1,0.276,0.186,0.0,0.463,0.121,94.795,302492,spotify:track:2hcohLIysMxofYziluXCoX
23,Drake,A Night Off (feat. Lloyd),0.611,0.508,11,-5.573,0,0.0741,0.374,3.87e-06,0.168,0.368,103.612,193963,spotify:track:3lkkkYc1wBj5l3FVlpqvP6
24,Drake,Say Whats Real,0.462,0.773,8,-5.375,1,0.288,0.632,0.0,0.212,0.455,86.157,230717,spotify:track:7mPoCVGP752A5DtHf1SKkM
25,Drake,Little Bit (feat. Lykke Li),0.758,0.888,11,-4.899,0,0.0374,0.0999,0.0336,0.661,0.771,120.392,230484,spotify:track:524wvipGqxPKYWxkjf9y46
26,Drake,Best I Ever Had,0.395,0.922,1,-2.176,1,0.375,0.19,0.0,0.134,0.558,162.361,257690,spotify:track:3QLjDkgLh9AOEHlhQtDuhs
27,Drake,Unstoppable (feat. Santigold & Lil Wayne),0.774,0.912,2,-2.787,0,0.347,0.165,0.0,0.745,0.821,150.083,209957,spotify:track:2TWSilrWcTrgVKcP8kfEfg
28,Drake,Uptown (feat. Bun B & Lil Wayne),0.416,0.824,1,-3.075,1,0.343,0.00391,0.0,0.104,0.417,85.433,382262,spotify:track:0q7LGcVSpsIoSbjChtZ8lI
29,Drake,Sooner Than Later,0.616,0.501,5,-5.722,0,0.24,0.178,1.2e-05,0.105,0.506,94.554,262047,spotify:track:43iKgGbmfqPLh3mxUlospI
30,Drake,Brias Interlude (feat. Omarion),0.49,0.507,2,-6.205,0,0.0849,0.209,0.00104,0.119,0.237,147.037,139575,spotify:track:4i3GraNMzBKze1WsVl38DS
31,Drake,The Calm,0.471,0.784,11,-8.25,0,0.883,0.819,1.13e-05,0.107,0.258,160.833,243724,spotify:track:6MlGqWzDiLkZ0vmAEsisEk
32,Drake,Outro (feat. Chilly Gonzales),0.397,0.0906,5,-21.655,1,0.054,0.988,0.856,0.344,0.136,185.167,174398,spotify:track:6hHKFReuQR9VQp39ev43wY
33,Drake,Brand New,0.399,0.491,6,-8.992,1,0.0714,0.631,0.0,0.171,0.356,94.542,213492,spotify:track:4XTXamS1g4g93jPxyuFJJ6
34,Drake,Congratulations,0.333,0.859,6,-2.286,1,0.148,0.0185,0.0,0.22,0.125,86.882,332530,spotify:track:3SnXwQUrvSacFziUYXTNKY
35,Drake,Survival,0.607,0.596,9,-9.09,0,0.358,0.133,0.0,0.123,0.149,77.324,136187,spotify:track:2yg9UN4eo5eMVJ7OB4RWj3
36,Drake,Nonstop,0.912,0.412,7,-8.074,1,0.124,0.0164,0.013,0.104,0.422,154.983,238614,spotify:track:0TlLq3lA83rQOYtrqBqSct
37,Drake,Elevate,0.758,0.474,1,-8.72,1,0.146,0.015,0.0,0.116,0.0541,76.062,184960,spotify:track:3szf2z1Cy1QMrtHrbn8rz9
38,Drake,Emotionless,0.413,0.677,1,-5.12,1,0.255,0.0249,0.0,0.0793,0.0845,172.501,302173,spotify:track:5Psnhdkyanjpgc2P8A5TSM
39,Drake,Gods Plan,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,spotify:track:6DCZcSspjsKoFjzjrWoCdn
40,Drake,Im Upset,0.899,0.586,11,-7.866,0,0.344,0.279,0.0,0.0836,0.492,150.001,214467,spotify:track:3qN5qMTKyEEmiTZD38BNTT
41,Drake,8 Out Of 10,0.529,0.69,2,-7.87,1,0.74,0.161,0.0,0.498,0.311,170.54,195720,spotify:track:0zqy3ss4CwD6u4QPksS0nI
42,Drake,Mob Ties,0.755,0.575,4,-8.393,0,0.0678,0.0456,0.00124,0.276,0.49,85.987,205147,spotify:track:7rC5Pl8rQSX4myONQHYPBK
43,Drake,Can’t Take A Joke,0.761,0.598,10,-7.249,0,0.182,0.128,0.0,0.0839,0.447,173.897,163974,spotify:track:1dUHF4RyMmMTveJ0Rby6Xm
44,Drake,Sandra’s Rose,0.487,0.849,1,-5.432,1,0.246,0.0481,0.0,0.143,0.52,152.093,216333,spotify:track:6cblRiEGDRNZgowcm951R3
45,Drake,Talk Up (feat. Jay-Z),0.758,0.49,11,-9.877,1,0.139,0.00359,6.61e-06,0.292,0.335,140.116,223240,spotify:track:4ksuI04WMvUnJbHQjgs3L5
46,Drake,Is There More,0.698,0.547,1,-7.607,1,0.315,0.727,0.0,0.159,0.548,83.801,226907,spotify:track:1Tnw0ItH1Macok8gblnPPd
47,Drake,Peak,0.686,0.215,9,-13.54,0,0.0387,0.85,0.000123,0.106,0.273,91.998,206027,spotify:track:11L064movtyopGdLiX4sVg
48,Drake,Summer Games,0.775,0.482,1,-11.269,1,0.0357,0.477,0.0456,0.11,0.134,136.016,247893,spotify:track:4HG1YiGBseVKzjyKcmAJen
49,Drake,Jaded,0.766,0.271,0,-5.697,1,0.0412,0.037,0.0,0.175,0.0371,116.02,262453,spotify:track:4c2xt1trwYZpMqPWY35Xi9
50,Drake,Nice For What,0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,210747,spotify:track:3CA9pLiwRIGtUBiMjbZmRw
51,Drake,Finesse,0.807,0.32,0,-8.152,0,0.0582,0.133,0.000328,0.101,0.298,94.99,182080,spotify:track:2WP8G2pdddDmnh1xbfKBOI
