,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,uris
326,Gucci Mane,Texter,0.769,0.685,10,-8.897,0,0.107,0.0267,0.0,0.0865,0.844,139.995,190480,spotify:track:3ppXslSHW68BbaA9vI3hY3
327,Gucci Mane,Umm Hmm,0.755,0.706,1,-5.872,0,0.102,0.854,1.65e-06,0.113,0.505,94.978,182120,spotify:track:1fKLhPSEhlEi1OXrHup8X9
328,Gucci Mane,Wait Your Turn,0.799,0.751,10,-4.436,1,0.0595,0.145,0.0,0.0831,0.64,134.95,206640,spotify:track:5VLAbLjeCvZqCNAMrfkBVK
329,Gucci Mane,You The Best,0.586,0.744,4,-4.808,0,0.155,0.257,0.0,0.244,0.38,74.925,170413,spotify:track:4RmXvYbkLF0TekIJkmdNF9
330,Young Thug,Constantly Hating (feat. Birdman),0.712,0.449,4,-9.765,1,0.631,0.275,0.0,0.201,0.555,170.075,267440,spotify:track:1UIUkZtlgyrjPcH2agNomU
331,Young Thug,With That (feat. Duke),0.751,0.597,9,-6.59,0,0.125,0.0659,0.0,0.0881,0.159,123.997,202533,spotify:track:6o4nVtywF4F75RkOcDxrtd
332,Young Thug,Cant Tell (feat. T.I. and Boosie BadAzz),0.93,0.486,1,-6.361,1,0.367,0.0303,0.0,0.0716,0.334,111.062,368213,spotify:track:4QfVMnOYuE5Ah7E4g1p6Bx
333,Young Thug,Check,0.667,0.581,0,-5.164,0,0.323,0.0428,0.0,0.183,0.368,110.953,230693,spotify:track:1jk9c0gZI0wbn5GvAj7PBV
334,Young Thug,Never Had It (feat. Young Dolph),0.78,0.606,1,-6.16,0,0.14,0.0775,0.0,0.0737,0.205,105.989,254520,spotify:track:0xkWhXID4JvV36qh0ptR87
335,Young Thug,Dream (feat. Yak Gotti),0.854,0.468,1,-6.506,1,0.384,0.0448,0.0,0.165,0.223,140.096,181400,spotify:track:1SkR9g1l9NipSZhZPJsbOT
336,Young Thug,Dome (feat. Duke),0.843,0.564,5,-6.004,0,0.242,0.0383,0.0,0.39,0.565,112.938,231293,spotify:track:5kBmoWvzfQgpd1pVGwFwab
337,Young Thug,Halftime,0.71,0.486,11,-6.221,0,0.251,0.0641,0.0,0.112,0.17,133.284,226733,spotify:track:4BP0An7SXctTY4kF41JxIQ
338,Young Thug,Amazing (feat. Jacquees),0.595,0.503,10,-8.691,0,0.609,0.461,0.0,0.0997,0.78,95.068,218080,spotify:track:5mzmXn6NdCU9Gm6Q0rcBWT
339,Young Thug,Knocked Off (feat. Birdman),0.866,0.543,8,-5.671,1,0.407,0.127,0.0,0.34,0.578,139.902,196587,spotify:track:4c3krD3VpZ0FvJgpE57wVD
340,Young Thug,OD,0.51,0.533,7,-6.194,1,0.359,0.194,0.0,0.117,0.262,88.154,285653,spotify:track:7fheaybAcABeiuYU6VgDrQ
341,Young Thug,Numbers,0.656,0.606,1,-5.398,1,0.283,0.134,0.0,0.0921,0.614,140.01,207693,spotify:track:1kWVgfctc2JUKCqlsZGWbU
342,Young Thug,Just Might Be,0.406,0.722,6,-7.865,0,0.393,0.14,0.0,0.393,0.198,85.003,232947,spotify:track:1aUO38r5tnMbnd6PGMfWxs
343,Rich Homie Quan,Up Up And Away,0.764,0.492,7,-9.022,0,0.28,0.6,0.0,0.302,0.546,97.481,240802,spotify:track:2VBerpaTuZ0WXBREhe5eYw
344,Rich Homie Quan,Time,0.491,0.56,5,-8.433,0,0.276,0.0705,0.0,0.31,0.41,130.566,203763,spotify:track:4Iaa7dAzMNj5NP3DH8BGVY
345,Rich Homie Quan,Water,0.575,0.497,10,-9.437,1,0.338,0.382,0.0,0.273,0.141,123.979,243974,spotify:track:44DAwT8MUnjMJAtwzpYQqF
346,Rich Homie Quan,Never Made,0.432,0.471,8,-10.903,0,0.33,0.092,0.0,0.257,0.692,83.992,288190,spotify:track:2cZIqekC4ZbFrNz4srIcUp
347,Rich Homie Quan,Should I,0.71,0.488,9,-7.791,1,0.13,0.415,0.0,0.214,0.241,133.924,173360,spotify:track:4ZUIjAA6cHHJsL0se7D6ao
348,Rich Homie Quan,Favorite,0.756,0.719,6,-7.384,0,0.339,0.189,0.0,0.159,0.874,119.84,188644,spotify:track:5p0X4gV18aQNNqybvqbokf
349,Rich Homie Quan,Aye,0.649,0.458,0,-9.25,1,0.0373,0.00972,0.0,0.709,0.497,123.053,237900,spotify:track:0SCI38AbloD4iazmdjCOmm
350,Rich Homie Quan,Mister,0.711,0.795,11,-4.71,1,0.0444,0.0443,3.54e-05,0.183,0.187,133.059,218849,spotify:track:3VoOoJulzDLJkmlHBCIhio
351,Rich Homie Quan,Brain Nichols,0.583,0.527,1,-9.794,1,0.459,0.0327,0.0,0.17,0.45,133.511,231831,spotify:track:4e1arse1p1b6LmXMiZFLxg
352,Rich Homie Quan,Roll It,0.73,0.411,8,-8.76,1,0.519,0.0642,0.0,0.0796,0.54,139.509,185445,spotify:track:4C8kwkXjO12RyAN348Yc7t
353,Rich Homie Quan,Warrior,0.813,0.772,11,-7.953,1,0.0348,0.0295,0.00472,0.176,0.219,124.016,208448,spotify:track:3SPusOXC9GLoc9esm5lmXn
354,Rich Homie Quan,Tell Me Why (feat. Drake),0.675,0.66,1,-7.485,1,0.115,0.164,0.0,0.0825,0.874,141.827,168624,spotify:track:0SlZOY1DUQyyXcUE0QYgiK
355,Young Thug,2 Cups Stuffed,0.911,0.557,5,-8.566,1,0.372,0.0135,0.0,0.0769,0.626,139.017,193567,spotify:track:5Ebq3wTcPJKGMlMsLynUMv
356,Young Thug,Im fo Real,0.58,0.598,0,-7.792,1,0.106,0.289,0.0,0.448,0.686,133.054,186828,spotify:track:03W7s9xgn0RYlNVqEkjGkG
357,Young Thug,Scared of You,0.685,0.542,1,-9.688,1,0.178,0.00664,0.0,0.798,0.149,141.054,177084,spotify:track:7n29lOPTJUX5ucjOlGXMkx
358,Young Thug,Think out Loud,0.318,0.798,0,-10.66,0,0.104,0.281,0.000277,0.756,0.604,144.527,199001,spotify:track:4oXe1PgKA8p8SAH0MlWtij
359,Young Thug,Natural,0.41,0.744,5,-10.964,0,0.402,0.00492,0.0,0.315,0.523,129.589,243853,spotify:track:0fNqjVjx4lrbfawXXWsDPW
360,Young Thug,Trigger Finger,0.773,0.577,5,-11.299,0,0.285,0.0195,0.0,0.394,0.713,136.983,187141,spotify:track:4XXZUgs1CzGqAzTUGBWHf0
361,Young Thug,Murder,0.643,0.537,9,-11.125,0,0.124,0.00363,0.0,0.815,0.388,66.489,187690,spotify:track:7CDyPkW38IfFK6IYH01aqd
362,Young Thug,Shooting Star,0.896,0.717,4,-7.94,0,0.119,0.13,0.0,0.43,0.796,120.016,260493,spotify:track:3TpwH3UE0DW1kKOjA0lFLO
363,Young Thug,I Want Her,0.529,0.671,0,-12.981,1,0.217,0.0213,0.0,0.311,0.688,95.38,174550,spotify:track:4m7TAF8EuHxpTQxM8MrNwS
364,Young Thug,My Time,0.548,0.663,10,-12.551,1,0.0569,0.000495,0.0,0.114,0.718,86.576,294557,spotify:track:2aDb2g63FrmOXscNwHnkPW
365,Young Thug,Why Order,0.937,0.504,8,-6.938,1,0.339,0.0118,0.0,0.191,0.177,120.897,198060,spotify:track:6exI0iszFbTd3lACfv8sP6
366,Young Thug,Time Of Ya Life,0.399,0.713,2,-11.258,1,0.378,0.00253,0.0,0.188,0.553,142.94,254642,spotify:track:3jvCX5GQVc3fPhxjGufYEW
367,Young Thug,Angry Sex,0.765,0.764,11,-11.525,1,0.129,0.0968,0.0,0.894,0.927,148.242,192758,spotify:track:5LJFrbclvlVIYCpCMsOEbS
368,Young Thug,International Connection,0.629,0.302,7,-16.1,0,0.945,0.0593,0.0,0.0883,0.81,77.112,16144,spotify:track:0vNgKtIVZRVTn7hVgsIOeq
369,NAV,To My Grave,0.809,0.698,4,-4.166,0,0.0518,0.0243,0.0,0.238,0.14,146.11,160000,spotify:track:7LIehfeWKhtflc6PD0GVBt
370,NAV,Im Ready,0.825,0.744,1,-5.788,1,0.444,0.191,0.0,0.112,0.651,156.032,174627,spotify:track:1GAjW7y6vVNLOeCoqPiMH6
371,NAV,Taking Chances,0.849,0.595,0,-4.958,0,0.112,0.283,0.0,0.108,0.645,143.944,186680,spotify:track:1CxoV7DNPsiGCg6tciKRag
372,NAV,Tap (feat. Meek Mill),0.9,0.63,9,-7.123,1,0.276,0.102,0.0,0.0907,0.486,85.033,148280,spotify:track:4A6ygACwDaDxXAlZsa4wrz
373,NAV,Tension,0.802,0.517,0,-7.538,1,0.288,0.412,4.72e-05,0.133,0.347,142.02,185760,spotify:track:2RLSE5uHDm3t1FDMurGjzs
374,NAV,Price On My Head (feat. The Weeknd),0.763,0.643,6,-5.428,0,0.133,0.382,8.9e-06,0.313,0.281,75.0,217773,spotify:track:1CjwXqAh8yiT42gzy0WSHN
375,NAV,Ralo,0.863,0.539,6,-6.598,0,0.311,0.287,0.0,0.11,0.489,145.958,184627,spotify:track:2eZuipCT7Nqm9gzN2dA3vN
376,NAV,Tussin (feat. Young Thug),0.66,0.508,0,-6.073,0,0.434,0.468,0.0,0.101,0.307,162.996,179520,spotify:track:3UesykdKL32xAB7dC90m53
377,NAV,Snap,0.775,0.434,1,-7.452,0,0.549,0.268,0.0,0.0963,0.171,172.047,169613,spotify:track:05514M24sMp9dVFdPFyHJ7
378,NAV,Hold Your Breath (feat. Gunna),0.83,0.69,0,-5.272,0,0.316,0.107,0.0,0.123,0.467,146.053,170960,spotify:track:0xJWJZlqXovPu7CAsODkVK
379,NAV,Why You Crying Mama,0.749,0.444,0,-7.559,1,0.386,0.444,0.0,0.106,0.427,76.403,253160,spotify:track:1vfxOZMS36E2wsyx9Ufun3
380,NAV,Time Piece (feat. Lil Durk),0.854,0.367,8,-7.644,1,0.472,0.199,0.0,0.111,0.189,140.101,206507,spotify:track:79wxpAVs23fURwDU8wzaQL
381,NAV,Dior Runners,0.854,0.785,4,-5.363,0,0.417,0.158,0.0,0.143,0.453,162.078,166000,spotify:track:3zKwoiQHoXmpVHo8DDcoPo
382,NAV,Vicodin,0.755,0.549,0,-6.005,1,0.391,0.249,0.0,0.185,0.325,161.021,131213,spotify:track:1MQLsiKK9DSmzhqdnAQJgm
383,NAV,Stuck With Me,0.743,0.57,1,-6.176,1,0.111,0.628,3.27e-06,0.138,0.29,85.046,170947,spotify:track:4djd0yGpJ1cb7CMOE12FTV
384,NAV,Know Me,0.92,0.549,1,-6.089,1,0.128,0.0364,0.0,0.105,0.153,142.067,155493,spotify:track:1K1kPFqnWj8l8jnPwhV40o
385,NAV,Amazing (feat. Future),0.836,0.585,2,-6.255,1,0.503,0.0663,0.0,0.163,0.472,160.036,138000,spotify:track:66oDldtGfPoZnYpFEt7wLD
386,NAV,Habits,0.758,0.513,9,-6.989,1,0.294,0.215,0.0,0.142,0.416,159.969,204360,spotify:track:0yGO26Zqp3f9QbX0a87W4u
387,NAV,Rack In My Sleep (feat. 88GLAM),0.834,0.646,10,-5.081,1,0.157,0.187,0.0,0.0894,0.189,145.059,160680,spotify:track:2AValZSFvHWQUqO7d9PQMy
388,NAV,Go To Hell,0.779,0.61,10,-5.423,0,0.296,0.453,0.0,0.34,0.32,171.961,127320,spotify:track:0FHWKtNZrqNOxQQC7HxXQw
389,NAV,8 To A 4,0.853,0.568,1,-6.566,1,0.337,0.165,0.0,0.122,0.544,80.996,165560,spotify:track:4OOAGfhrMW6Tc9qtbUVlk8
390,NAV,Never Know,0.78,0.462,5,-7.252,0,0.0779,0.206,0.00119,0.164,0.417,126.995,241960,spotify:track:6zQnrkQMP3EUeZkNmIhAhN
391,NAV,OK (feat. Lil Durk),0.798,0.639,5,-6.135,0,0.131,0.049,0.0,0.111,0.395,80.033,169040,spotify:track:0YtlZwnjGuwYu0bcPS018g
392,NAV,Athlete,0.838,0.667,1,-6.348,1,0.548,0.211,0.0,0.307,0.306,152.981,182027,spotify:track:7pILbqJpn53dqo5z5GhFiU
393,NAV,Reckless Intro,0.819,0.669,5,-5.202,0,0.275,0.266,7.66e-06,0.111,0.474,80.046,142547,spotify:track:7GNlNNDvM7c9fsv3zsmVQX
394,NAV,Never Change,0.85,0.566,7,-8.18,0,0.091,0.0681,1.73e-06,0.093,0.174,126.985,181267,spotify:track:0Cgig1rlaJEJ6bkHVV5v9o
395,NAV,Hold Your Hand,0.766,0.614,5,-5.431,0,0.0484,0.19,0.0,0.157,0.299,134.028,234853,spotify:track:2gNIhXbE588DkW7Za7ruax
396,NAV,Faith (feat. Quavo),0.527,0.61,1,-6.903,0,0.107,0.758,0.0,0.0882,0.549,157.1,199973,spotify:track:3NelcGZ46JmV9LqOD1pnxA
397,NAV,Champion (feat. Travis Scott),0.642,0.782,5,-3.395,0,0.0477,0.381,0.0,0.108,0.396,162.005,195053,spotify:track:6nO3tr47nr2P7f3hXb8JIo
398,NAV,Glow Up,0.834,0.633,5,-7.669,0,0.124,0.105,0.0,0.125,0.257,120.056,160667,spotify:track:09L4qpS3qvz725z6K8yW0M
399,NAV,Just Happened,0.81,0.52,7,-7.3,1,0.0793,0.0575,0.0,0.0879,0.142,130.088,201067,spotify:track:4gjt18BzZ6d5efeKRB9PXt
400,NAV,Wanted You (feat. Lil Uzi Vert),0.797,0.731,9,-4.443,0,0.0479,0.229,0.0,0.224,0.623,146.93,228387,spotify:track:1Faq8G2y56A8fRv7HsLq25
401,NAV,With Me,0.809,0.776,1,-4.746,0,0.224,0.205,0.0,0.113,0.697,155.037,174320,spotify:track:3jlakYV0x21kzZvR1HUE4X
402,NAV,EAT (feat. Gunna),0.925,0.736,1,-6.263,1,0.132,0.0353,0.000156,0.0966,0.493,147.013,202213,spotify:track:4JjerUTEnRGocSRT74VsaH
403,NAV,Freshman List,0.748,0.587,11,-7.643,1,0.292,0.125,0.0,0.11,0.388,172.024,186800,spotify:track:4LeJfeJ9u53QLp997SRhim
404,NAV,What I Need / Daheala Outro,0.578,0.486,0,-7.321,1,0.252,0.103,0.0,0.0766,0.29,153.1,300987,spotify:track:6UG2khzlXwwiqfqX36c2SR
405,NAV,Perfect Timing (Intro),0.783,0.478,8,-10.01,1,0.176,0.0603,0.00456,0.206,0.245,77.019,177027,spotify:track:772EarvgHOkWj0MGl8RQ2o
406,NAV,I Dont Care,0.779,0.442,8,-9.441,1,0.291,0.377,0.0,0.158,0.306,121.041,266467,spotify:track:0H28IPsAL4xe4m1mfdaV3p
407,NAV,Hit,0.869,0.676,6,-9.186,0,0.186,0.21,0.0423,0.119,0.605,140.03,169760,spotify:track:0QFfD26Kj96yINsUiXxqgs
408,NAV,A$AP Ferg,0.584,0.403,7,-8.952,1,0.427,0.163,0.0,0.0744,0.233,140.006,257533,spotify:track:52qOA4PpcVtrsGCG3vxB17
409,NAV,Held Me Down,0.839,0.398,3,-8.963,0,0.089,0.518,0.0,0.0997,0.229,120.005,228080,spotify:track:7wLjgQOzlY0Sla1Jbbyrl2
410,NAV,Minute,0.557,0.544,5,-8.341,0,0.308,0.0927,0.000143,0.542,0.267,108.578,265373,spotify:track:5pwMsQGMxuFbbDfAaZA2cZ
411,NAV,Did You See NAV?,0.888,0.466,1,-8.359,1,0.0726,0.0131,0.000185,0.111,0.154,130.441,217200,spotify:track:2jFeSaZHqLWiIrAnuA7cqM
412,NAV,Bring It Back,0.756,0.506,0,-8.519,0,0.22,0.143,0.000315,0.135,0.334,145.108,188947,spotify:track:61AhUDsYIBM63m8DdMQETw
413,NAV,Both Sides,0.745,0.476,1,-8.9,1,0.33,0.324,0.000871,0.229,0.231,140.062,208880,spotify:track:5XW6haae41THmC2KbFDYHT
414,NAV,Call Me,0.668,0.411,9,-8.643,0,0.152,0.424,0.00425,0.122,0.148,170.07,215053,spotify:track:1zmaUY2qiezxHokiiivCVr
415,NAV,You Know,0.855,0.339,10,-11.409,1,0.299,0.0602,0.0,0.0962,0.106,120.994,209360,spotify:track:4EWhkuAfQBIPpyMqI97dUB
416,NAV,Rich,0.737,0.548,1,-7.848,1,0.0589,0.0723,1.49e-05,0.103,0.138,151.968,227387,spotify:track:2iA1EnlFFxVGFu7aNKaK59
417,NAV,Need Some,0.778,0.33,7,-10.829,1,0.323,0.13,3.71e-05,0.17,0.294,148.143,182440,spotify:track:1rfohP8tqgqvvFJhx3kdmf
418,NAV,I Am,0.657,0.455,5,-9.448,0,0.0613,0.087,0.000118,0.0907,0.13,142.097,252640,spotify:track:4NAENWphvgHnT3LJyA2Lun
419,NAV,NAVUZIMETRO#PT2,0.858,0.551,5,-9.81,0,0.429,0.201,0.0,0.159,0.38,140.086,260653,spotify:track:6WoowXNC6uWKxvxYgJ2VXJ
420,NAV,Myself,0.507,0.392,5,-7.437,0,0.307,0.648,1.54e-06,0.115,0.0892,80.009,226053,spotify:track:6avN888Of924sZhrtfhpf4
421,NAV,NAV,0.638,0.582,0,-6.272,0,0.0942,0.0191,0.0,0.124,0.272,170.177,182867,spotify:track:1q4cwMuZsSrFMQiggrc4B5
422,NAV,My Mind,0.738,0.685,8,-5.865,0,0.077,0.027,0.0,0.178,0.594,142.959,161107,spotify:track:6WSClg6H4Mh14ywXyXpBtJ
423,NAV,Good For It,0.779,0.751,9,-6.854,0,0.392,0.00608,0.0,0.358,0.442,160.082,159000,spotify:track:3MtyuSeML1BqSKPEgA13BS
424,NAV,Lonely,0.563,0.447,10,-7.253,0,0.11,0.0823,0.0,0.172,0.236,181.272,215293,spotify:track:1FU5NyEBw5TpIPAbSrCQdv
425,NAV,Up,0.682,0.472,8,-6.958,0,0.0883,0.0394,0.0,0.1,0.327,154.1,199520,spotify:track:1rNMVwOqb8GIqPtLQaoYzx
426,NAV,Interlude,0.476,0.362,4,-11.818,0,0.0622,0.111,0.0695,0.123,0.0595,105.1,116573,spotify:track:2n4l7IfOoljxknYsmr98Nb
427,NAV,Sleep,0.766,0.581,10,-6.972,0,0.234,0.182,2.08e-06,0.0979,0.458,160.031,186000,spotify:track:7qByNHziMJtrbUFoGQdcH5
428,NAV,Mariah,0.638,0.424,0,-10.122,0,0.0489,0.352,0.0,0.102,0.486,72.447,162187,spotify:track:7csJNWiO4CG1LaocQVF99Q
429,NAV,Some Way,0.758,0.728,0,-6.23,1,0.29,0.0814,0.0,0.0842,0.312,154.95,179773,spotify:track:6lzHL3Edyr4qI7VgD0MJz3
430,NAV,TTD,0.466,0.343,9,-10.344,0,0.0851,0.455,2.64e-05,0.204,0.189,97.602,242587,spotify:track:0wAWb9cV9lQhKLgAFdsH8T
431,JACKBOYS,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,0.559,0.491,2,-6.406,0,0.0346,0.0567,0.0,0.0992,0.114,153.131,244874,spotify:track:7h0d2h0fUmzbs7zeFigJPn
432,JACKBOYS,JACKBOYS,0.413,0.13,0,-25.166,0,0.0336,0.9,0.82,0.111,0.0676,123.342,46837,spotify:track:62zKJrpbLxz6InR3tGyr7o
433,JACKBOYS,GANG GANG,0.859,0.6,7,-4.63,0,0.301,0.071,0.0,0.353,0.568,123.017,244761,spotify:track:6uJONCdr2rC65BNmCnTBWK
434,JACKBOYS,HAD ENOUGH (feat. Quavo & Offset),0.75,0.789,2,-4.578,1,0.108,0.253,0.0,0.129,0.673,147.957,157133,spotify:track:7LGWmZaoS7jZJ5tEi9EcDi
435,JACKBOYS,OUT WEST (feat. Young Thug),0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,157712,spotify:track:6gi6y1xwmVszDWkUqab1qw
436,JACKBOYS,WHAT TO DO? (feat. Don Toliver),0.643,0.594,9,-5.191,0,0.0312,0.0695,1.46e-05,0.115,0.195,118.037,250142,spotify:track:4AO1XhrgJczQ9bNVxdfKQe
437,JACKBOYS,GATTI,0.594,0.676,2,-5.808,1,0.344,0.135,0.0,0.163,0.472,143.477,181145,spotify:track:40mjsnRjCpycdUw3xhS20g
438,A Boogie Wit da Hoodie,Thug Love,0.54,0.643,5,-4.707,0,0.288,0.428,0.0,0.174,0.328,178.125,181744,spotify:track:4MzhmCOgPB7xb87f1CXjlA
439,A Boogie Wit da Hoodie,Cinderella Story,0.639,0.571,4,-7.332,1,0.511,0.272,0.0,0.144,0.569,88.047,185455,spotify:track:18AIesWCXvIbXu8RqQw1E1
440,A Boogie Wit da Hoodie,Me and My Guitar,0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,161765,spotify:track:6cZH4rX1KTt1aJ3Ql6Ynja
441,A Boogie Wit da Hoodie,Might Not Give Up (feat. Young Thug),0.687,0.592,2,-6.378,1,0.224,0.203,0.0,0.279,0.246,178.83,225266,spotify:track:4l2rsMfr20dj6nf6i6F3Y8
442,A Boogie Wit da Hoodie,Numbers (feat. Roddy Ricch Gunna and London On Da Track),0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,0.455,133.503,188563,spotify:track:733c1CWmIGymoQXdp7Us88
443,A Boogie Wit da Hoodie,Stain (feat. DaBaby),0.816,0.754,8,-3.911,1,0.389,0.0117,0.0,0.129,0.604,159.073,175128,spotify:track:0dIz1I7IwX5ardG47AHxCZ
444,A Boogie Wit da Hoodie,Hit Em Up (feat. Trap Manny),0.506,0.591,0,-8.428,1,0.386,0.258,0.0,0.154,0.752,169.752,204420,spotify:track:7ExiKb3YCTGpaLPtFKzYUk
445,A Boogie Wit da Hoodie,DTB 4 Life,0.566,0.676,1,-6.05,1,0.128,0.00905,0.0,0.0878,0.123,84.683,175107,spotify:track:4CXSzoyTD2MmedFArsSIUp
446,A Boogie Wit da Hoodie,Calm Down (Bittersweet) [feat. Summer Walker],0.579,0.612,9,-4.685,1,0.111,0.221,0.0,0.108,0.425,133.366,183703,spotify:track:1U5pPF8f6APVCoc6t2KfIB
447,A Boogie Wit da Hoodie,Another Day Gone (feat. Khalid),0.643,0.608,5,-8.446,0,0.152,0.0984,0.000101,0.247,0.564,156.974,188026,spotify:track:63dg6LdBGxa0QA93M2snLA
448,A Boogie Wit da Hoodie,Good Girls Gone Bad,0.678,0.674,11,-6.175,1,0.0687,0.0849,0.0,0.0915,0.417,119.195,105675,spotify:track:76MqbWX5us3UmGJImualTj
449,A Boogie Wit da Hoodie,Blood On My Denim,0.842,0.52,7,-6.51,1,0.122,0.386,0.0,0.115,0.482,109.008,196619,spotify:track:0LHWHUcUYhFAUkCt2q4Gad
450,A Boogie Wit da Hoodie,R.O.D.,0.596,0.547,9,-6.207,1,0.335,0.567,0.0,0.167,0.611,90.059,214153,spotify:track:5AmzfSxCIOPxPmppoHrr12
451,A Boogie Wit da Hoodie,Big Shit,0.753,0.53,5,-4.196,1,0.16,0.353,1.36e-05,0.112,0.385,138.977,152156,spotify:track:0dADaRjZfWrrXPAPr7qe75
452,A Boogie Wit da Hoodie,Right Back,0.632,0.697,3,-4.659,1,0.438,0.128,0.0,0.156,0.526,83.505,162279,spotify:track:4NY4FeAJyTd0fkkMI0POPn
453,A Boogie Wit da Hoodie,Luv Is Art (feat. Lil Uzi Vert),0.489,0.554,2,-8.437,1,0.183,0.212,1.9e-06,0.088,0.331,86.584,161056,spotify:track:0LVaWrTztFOuN7g7gcyLs8
454,A Boogie Wit da Hoodie,King Of My City,0.48,0.679,4,-6.776,0,0.264,0.452,0.0,0.152,0.29,81.186,148676,spotify:track:3o0nkjyy6eZL5lZcEpvJec
455,A Boogie Wit da Hoodie,Mood Swings,0.941,0.676,4,-5.54,0,0.0936,0.211,4.64e-06,0.0986,0.93,120.073,156960,spotify:track:0VZe8C7xgAIQC0E0qEVIEh
456,A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),0.512,0.623,9,-6.553,0,0.0808,0.0187,0.0,0.13,0.219,112.15,183589,spotify:track:1njRzdfGNUY2RZU0lVO787
457,A Boogie Wit da Hoodie,Streets Dont Love You,0.549,0.456,1,-10.5,1,0.55,0.65,0.0,0.101,0.297,117.284,201623,spotify:track:5IhS1ig4KRhO4TXH3uspCa
458,A Boogie Wit da Hoodie,Voices in My Head,0.754,0.663,6,-6.311,0,0.427,0.0555,0.0,0.101,0.207,90.195,142301,spotify:track:0Veyvc3n9AcLSoK3r1dA12
459,A Boogie Wit da Hoodie,Beasty,0.86,0.418,7,-9.061,0,0.158,0.292,0.0,0.106,0.374,126.023,152829,spotify:track:77JzXZonNumWsuXKy9vr3U
460,A Boogie Wit da Hoodie,I Did It,0.718,0.454,8,-9.012,1,0.127,0.153,4.6e-05,0.116,0.196,89.483,215305,spotify:track:18yllZD0TdF7ykcREib8Z1
461,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,189487,spotify:track:1wJRveJZLSb1rjhnUHQiv6
462,A Boogie Wit da Hoodie,Startender (feat. Offset and Tyga),0.736,0.622,6,-4.653,0,0.133,0.0235,0.0,0.151,0.506,191.971,192779,spotify:track:0jAfdqv18goRTUxm3ilRjb
463,A Boogie Wit da Hoodie,Demons and Angels (feat. Juice WRLD),0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,214593,spotify:track:3L19besdNQzd342qL78xqm
464,A Boogie Wit da Hoodie,Love Drugs and Sex,0.762,0.553,5,-7.207,0,0.112,0.55,0.0,0.115,0.773,119.973,157863,spotify:track:1Gno5IBUHh6vUKp4nxu2Yd
465,A Boogie Wit da Hoodie,Skeezers,0.792,0.484,7,-7.801,0,0.155,0.558,0.0,0.134,0.353,140.019,198054,spotify:track:2A4vCndSkZ3jd5nfh3a8gc
466,A Boogie Wit da Hoodie,Savage,0.78,0.402,5,-9.255,0,0.149,0.188,0.0,0.0597,0.483,160.046,169046,spotify:track:1srm5YnZiu7Ksnd2UTTmmk
467,A Boogie Wit da Hoodie,Come Closer (feat. Queen Naija),0.741,0.556,7,-6.647,0,0.0947,0.22,0.0,0.0981,0.616,140.056,156512,spotify:track:3UhRsQVrELOATEiY7E9X2T
468,A Boogie Wit da Hoodie,Look Back at It,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,179449,spotify:track:3Ol2xnObFdKV9pmRD2t9x8
469,A Boogie Wit da Hoodie,Just Like Me (feat. Young Thug),0.774,0.623,5,-7.871,1,0.245,0.156,0.0,0.0955,0.393,128.661,220888,spotify:track:0uH6JssU7mWkTT9mqeqEvL
470,A Boogie Wit da Hoodie,Bosses and Workers (feat. Don Q and Trap Manny),0.842,0.605,1,-6.293,0,0.0559,0.358,0.0,0.0843,0.591,130.027,207223,spotify:track:02CQH5capUYovYSiSiwKgX
471,A Boogie Wit da Hoodie,Need a Best Friend (feat. Lil Quee and Quando Rondo),0.696,0.52,0,-6.361,1,0.294,0.06,0.0,0.118,0.359,165.105,204329,spotify:track:0sSl9LFCzQAunHx9T1Un3O
472,A Boogie Wit da Hoodie,The Reaper,0.761,0.61,6,-7.039,1,0.094,0.379,0.0,0.123,0.479,141.955,176533,spotify:track:3TwzcgoO6mbgX3E7Bn1RAy
473,A Boogie Wit da Hoodie,Uptown / Bustdown (feat. PnB Rock and Lil Durk),0.503,0.751,6,-5.785,0,0.35,0.215,0.0,0.0551,0.324,90.04,177763,spotify:track:3mUk1wiSBpiuK4oSSyDmTQ
474,A Boogie Wit da Hoodie,Billie Jean,0.83,0.536,4,-6.324,0,0.152,0.0919,0.0,0.102,0.375,139.961,138014,spotify:track:0OAyZn9pGuuL2FJih1PM58
475,A Boogie Wit da Hoodie,4 Min Convo (Favorite Song),0.705,0.65,7,-5.654,0,0.212,0.359,0.0,0.169,0.658,91.053,257274,spotify:track:5h66wqaGklsSa8eSxTwcJT
